Year,Sheriffdom,Court,Postcode,X_Easting,Y_Northing,Latitude,Longitude,fp_ValImp,fp_ValPaid,fp_ValDis,cr_ValReg,cr_ValDis,cr_TotValtbp,cr_ValPaidtd,cr_Valpot,cr_ValArrears,cr_ValFinesptd_percent,fp_NumImp,fp_NumFullyPaid,fp_NumDischa,cr_NumReg,cr_NumDischa,cr_Numtbp,cr_NumFullyPaid,cr_Numpot,cr_NumArrears,cr_NumNoPayRec,cr_NumFullyPaid_percent
y20_21,"South Strathclyde, Dumfries & Galloway",Dumfries,DG1 2AN,296977,576186,55.069413,-3.6148742,4 ,1 ,3 ,4 ,0 ,4 ,0 ,0 ,4 ,0.29 ,94,35,59,56,0,56,4,0,3,49,0.43 
y20_21,"South Strathclyde, Dumfries & Galloway",Hamilton,ML3 0BT,271466,656064,55.780756,-4.050985,36 ,6 ,30 ,48 ,1 ,47 ,4 ,1 ,42 ,0.20 ,858,172,686,730,9,721,65,20,9,627,0.27 
y20_21,"South Strathclyde, Dumfries & Galloway",Lanark,ML11 7NE,288066,643877,55.675438,-3.7814678,3 ,1 ,2 ,3 ,0 ,3 ,0 ,0 ,3 ,0.30 ,81,28,53,54,1,53,3,2,5,43,0.38 
y20_21,"South Strathclyde, Dumfries & Galloway",Stranraer,DG9 7AA,205995,560668,54.902952,-5.0274369,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,0.35 ,36,12,24,20,0,20,3,0,0,17,0.47 
y20_21,Lothian & Borders,Edinburgh,EH1 1LB,325734,673405,55.947919,-3.1907488,26 ,10 ,17 ,21 ,0 ,21 ,4 ,3 ,14 ,0.44 ,580,263,317,298,1,297,56,46,4,191,0.57 
y20_21,Lothian & Borders,Jedburgh,TD8 6AR,364951,620495,55.477009,-2.556049,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0.62 ,24,10,14,12,0,12,5,3,0,4,0.68 
y20_21,Lothian & Borders,Livingston,EH54 6FF,305269,667017,55.886943,-3.5160844,2 ,1 ,1 ,2 ,0 ,2 ,0 ,0 ,1 ,0.40 ,54,18,36,34,0,34,7,7,1,19,0.48 
y20_21,Lothian & Borders,Selkirk,TD7 4LE,346958,628626,55.548437,-2.8422386,2 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0.55 ,45,26,19,17,0,17,3,6,1,7,0.67 
y20_21,Tayside Central & Fife,Alloa,FK10 1JA,288638,692953,56.116295,-3.792592,3 ,1 ,2 ,3 ,1 ,2 ,1 ,1 ,1 ,0.55 ,78,30,48,44,7,37,12,10,0,15,0.63 
y20_21,Tayside Central & Fife,Dundee,DD1 9AD,339008,730386,56.461653,-2.9913622,6 ,1 ,5 ,6 ,0 ,6 ,1 ,0 ,5 ,0.24 ,114,29,85,67,1,66,8,2,0,56,0.39 
y20_21,Tayside Central & Fife,Dunfermline,KY12 7HJ,309471,687660,56.073163,-3.4558807,2 ,1 ,1 ,2 ,0 ,2 ,1 ,1 ,1 ,0.51 ,48,11,37,37,3,34,11,13,0,10,0.49 
y20_21,Tayside Central & Fife,Falkirk,FK1 4AR,286891,680442,56.003535,-3.8153841,5 ,1 ,5 ,6 ,0 ,6 ,1 ,1 ,4 ,0.22 ,102,21,81,73,1,72,11,10,1,50,0.34 
y20_21,Tayside Central & Fife,Forfar,DD8 3LA,345737,751265,56.650029,-2.8865572,2 ,0 ,2 ,2 ,0 ,2 ,0 ,0 ,1 ,0.43 ,39,9,30,22,2,20,4,1,0,15,0.45 
y20_21,Tayside Central & Fife,Kirkcaldy,KY1 1XQ,327747,691349,56.109414,-3.1633624,6 ,1 ,5 ,7 ,1 ,6 ,2 ,2 ,2 ,0.45 ,130,22,108,102,10,92,31,22,2,37,0.46 
y20_21,Tayside Central & Fife,Perth,PH2 8NL,312063,723391,56.394568,-3.426134,5 ,0 ,5 ,6 ,0 ,5 ,1 ,1 ,4 ,0.17 ,70,11,59,52,2,50,6,12,1,31,0.28 
y20_21,Tayside Central & Fife,Stirling,FK8 1NH,279597,693782,56.121544,-3.9382803,5 ,2 ,3 ,5 ,0 ,5 ,1 ,1 ,3 ,0.48 ,145,70,75,76,3,73,17,11,3,42,0.61 
